,date,num_friends,num_photos,num_reviews,review_id,review_text,username
23,4/16/2017,697,651,276,kMqrdl1ZG9o_zPV8EHe-_Q,"Their lunch special is a steal! You get a stir fry option, along with rice, soup of the day, and an egg roll .. all for $7.95. I had the chicken and sugar snap peas combo with the chicken corn soup ..delicious.",Jamie C.
24,4/10/2017,0,0,12,eGxMCKeDQ4NLWDh0-JSAbg,I can't believe how good this place is. Definitely a hidden gem!,Matt W.
25,4/8/2017,0,10,4,9GXDrSp8GWaWGAtZECInww,Been living in ER over 6 years and didn't try them till a couple of months ago. Now they're our staple for Chinese food. Period. The end.,Lee C.
26,4/4/2017,0,5,27,SgST111tLu8NAhgyz2OOBQ,"Yummy food, clean place and attentive staff. We order delivery from this place often but we were pleasantly surprised how clean tidy was. Potions were perfect and tasty, we will be back.",Guesswho Y.
27,4/1/2017,0,0,2,B8GU3wg3ZV-JrEAW_3ldSQ,TERRIBLE PLACE!!! 0 stars!! Whole medical office of 13 got FOOD POISONING!! Will never eat from here or recommend this place. Staff had non-stop diarrhea and vomiting!!,Sara S.
28,3/31/2017,0,2,25,0PjmphDleDO9tZaETj2FVg,"We love it! This is our go to Chinese place!  The food is wonderful, delicious and fresh! We have ordered numerous times and it is consistently excellent! We have eaten in and also ordered out. The times vary on pick up depending on the night and how busy they are, but it is alway worth the wait.",Marie v.
29,3/19/2017,85,2,8,dAsFn_UK4ecEGT99F9RefA,I've ordered to go and ate in here a few times and they've never let me down! EVERYTHING is good. ,Nicole M.
30,3/17/2017,1101,9261,714,QE7qBVDhkWk2ufUK2bpY6w,"Decided to give them a try one afternoon after opting not to dine next door at Organix. They don't advertise at all as being vegan-friendly, but I found them to be very vegetarian-friendly. ",Sklar T.
31,3/12/2017,38,1,501,0LRAwN9NbLtfSKAJqzAfQw,"best chinese food i have had in LA. AND we got quick and friendly delivery, so that was a plus as well!",Nicole S.
32,3/10/2017,2,26,30,bIryJX3F15J_KHx7KJj8HA,Everything I ordered was bland and disappointing. No seasoning at all. I definitely will not be combing back here. I feel like I wasted my money. So unfortunate. Anyone want my leftovers? Because I don't.,Elana And Tamar B.
33,3/4/2017,0,1,52,5wqvhmbb3OLztF7TnVOteQ,"Delicious Chinese food. Yeah, maybe not the most authentic but generous portions, efficient service, and a great value for the money keep me coming back. My faves are the Mongolian Beef, Chinese Chicken Salad and the Shrimp in Lobster Sauce. I've eaten in and usually have a small wait, but most often take out. The order is ready on time and hot! The best Chinese food I've had in the area.",Eric U.
34,2/26/2017,0,0,11,2XURHNXe4aRlDBw9Zng1fg,Good service. Bad food.,Christopher K.
35,2/25/2017,0,10,5,C7TB9U_zdv013x3OZWAfuw,Everything was very delicious. Place was full on Saturday night. Took a little while to take our order but they did their best to take of us.,Ray C.
36,1/31/2017,11,95,62,wQ_34PMRVV7vwR2U89GMEQ,"I would give it 5 stars but the customer service sucks. The food is delicious. We had fried rice, kung pao and lo-main noodles. All the food was yummy, I'm just glad we had take out and didn't eat at the restaurant to deal with the people working there. I'm a little disappointed but the taste of food made it all up. I will definitely go back to get food here. I can't wait to try their shrimp dishes.",Rocio C.
37,1/25/2017,5,0,17,3RPuu3sLTjr1foGEj8wCNw,"Our favorite family Chinese restaurant. Dining in is always a warm, very pleasant experience.",Saul T.
38,1/17/2017,316,37,33,R1gaqN-qSAiqTR5AVt02sQ,So fresh and delicious! My picky kids loved the house fried rice and the shrimp love mein. Shredded beef with string beans was also amazing. My personal favorite was also the egg foo young.,Nadine H.
39,1/7/2017,1,14,18,RynB2OxujJChlVUUwaZF8w,"Great place to eat, even if Chinese is not your favorite. We tried a few different dishes including Chinese broccoli, beef with sugar snap peas, lo mein noodles, and orange chicken. All fabulous! Even the rice seem to be new crop rice. Parking can be a bit of a challenge but there is street parking if there are no open slots in the lot.",Dwayne Q.
40,1/3/2017,280,0,20,uwX6t_d0_1Ly-Luhwq5gPg,"The food was absolutely delicious but the wait was a little long once we had ordered. I particularly enjoyed the Kung Pao shrimp and the pork mushu. Despite the slight wait, would definitely go back again.",Jolie C.
41,12/31/2016,0,0,6,ZeLY_mUIpkpepw7nEm4E_A,Best place for Chinese food in the area. The place is a hidden gem. All employees are friendly and courteous. Don't hesitate and give it a try,Harry D.
42,12/26/2016,1,0,66,GaL18XfdIhy2ANfQNmH73Q,"Not from the area and had plans not too far away. Saw this highly rated Chinese restaurant on Yelp. It is definitely worth the stars. Absolutely delicious food -- Szechuan eggplant & shrimp, sweet and sour chicken, and sliced beef with vegetables. All got rave reviews and the sauces were on point. Really enjoyed this place. Prices are good and extra bonus the bathroom is super clean, which means a lot in my book.",Amy A.
43,12/26/2016,0,1,35,EZ4El_i4BrMXmzZsmZImew,"Excellent food. Ordered crispy and spicy orange chicken, chicken fried rice, shrimp lo nein and chicken egg fuyong. Need to add spice in the top. With spice the food taste very good. Chicken fried rice is my family favorite.",Prashant L.
44,12/21/2016,0,0,4,GzvNdongNnjpfxDjr4tpTQ,the foods good and fresh and they can make almost everything fully vegetarian or vegan if you ask,Shay M.
45,12/18/2016,2,0,8,Bc_IS-GaviIlGpZ7e8_N8A,My family and I love this place! The sweet and sour chicken is the best I've ever had. Also the hot and sour soup is really good.,martha r.
46,12/17/2016,1,10,21,aG8MQtS4MIk6O1o7edr31w,"I just wanted to buy tea to go and the girl said they don't do tea for Take-out. So I was fine with that and I asked if I could sit down and have some tea. The girl then said that I had to be a customer to get some tea so I told her that I was going to pay for it but still wouldn't let me sit down and have it. This random guy came up to me and explained to me that, ""this is a restaurant."" Okay??? Yes, I understand it's a restaurant and I just wanted to buy hot tea. They were seriously so rude. I've eaten at this restaurant before and it was good but I wouldn't come back here after their horrible customer service. They obviously don't care about money.",Giselle M.
47,12/6/2016,2,0,10,bxbJeQKWNWPS0IQDVzD2vA,"Pleasant staff & surprisingly, delicious food: this establishment is a welcome addition to Eagle Rock! Finally, a a Chinese restaurant to dine at without having to go downtown or Burbank. We look forward to visiting again!",Milani'sMama O.
48,11/19/2016,0,2,26,EW0vHKIc7FxlwhNnQo8uVA,"Had a horrible experience at this resraurant. We waited 15 minutes before the server took our order. He even took another table's order who had arrived 10 minutes after we did. Finally when he decided to take our order, he ignored us when we told him we had been waiting for a while. No apologies, no explanations. ",Anita M.
49,11/19/2016,2,10,21,meo5MHPksCbIryCa3jGVDg,"Very good food / chill atmosphere, I will def be back to try more stuff , huge menu , variety of stuff which is awesome , been passing by the place for years and finally decided to stop by yesterday , great vibes , and most importantly great food .",Tom B.
50,11/18/2016,0,1,14,C9J4ti6GFEbrjOkCTK4mbw,Chinese food had been dead to me since early 2000's. This place has brought it all back! This restaurant is one of my family's favorite mom-and-pop places. Everything is delicious. We've been coming here since it opened and should have left a review back then. Love love love this place.,Ani C.
51,11/9/2016,186,9,23,tahYkJgxT3mAdnU9aTDFMQ,"This review is for take out. Called in around 6pm and ordered the house special lo mein, pork chop with spicy salt, mongolian beef, and sauted garlic strings beans. Said it would take about 25 min which was just enough time coming from DTLA. The food was ready to go once we got there and the staff was very friendly. ",Ann R.
52,11/5/2016,25,110,52,7ZdjD_fJPq6yzUL30k_Dgw,"So yummy. We had the bbq pork fried rice, sweet and sour chicken, chicken chow mein, shrimp wonton soup. Good company. Service was fantastic and so was the food.",Carolina R.
53,11/1/2016,2,0,13,-qNjkdjBJ6GifBQhvjN-oQ,"Really good. Barbqued pork was a little fatty, but lots of flavor and no msg",Lawrence K.
54,10/29/2016,0,1,9,VquES9RsTxPFiN0XFofu8A,"I've been three times and have yet to be disappointed. It's definitely American Chinese, but it's American Chinese done right: not too greasy, not too salty. The Kung Pao chicken has a pretty good chicken-peanuts ratio, which not everybody gets right, and the chicken pieces are large enough that even the chopsticks-impaired, like me, can pick them up without a fork. ",Peter C.
55,10/24/2016,2,0,57,F1rcZzsC8YaUxtHN5q2Hdw,"I order Green Dragon delivery quite a bit now, I never have to wait long and the food is always hot and delicious. They always get my order right, and include lots of extras (sauces etc.) without me asking. It is my favorite Chinese restaurant, period. I love love love it, and now I think I'll place another order because after writing this, I'm now craving it. So good!",Deidre M.
56,10/23/2016,0,5,7,rvcA9oJgVCtDgnZI_A-sNg,This place is fabulous. Clean restaurant with excellent service. I told the waiter I was vegetarian and they happily made my hot and soup soup vegetable base. My food was delicious and the complimentary tea puts the cherry on top. They were really busy when I came in and I was amazed at how fast and friendly their service was. Everything a restaurant should be.,Victoria A.
57,9/22/2016,0,0,10,7uEqU4VOAWlRyI9U71RkLw,Americanized Chinese food. It's fine if you're in the mood for some casual Chinese every so often. The service was a little slow the couple times I've been here.,Juan B.
58,9/21/2016,0,4,78,23hpXPqm_3NoNQRsurYCJQ,"Salt pepper pork chop was great, full of meat very little bone, crispy salty some spicy .... mmmm",Zappi G.
59,9/14/2016,2,0,8,h_LT8qSWf8GapuIZnBZlCw,"Hands down, this is the best Chinese food in Los Angeles. The service is great and the music makes it sound like you're inside a dream. It's delicious!",Adrienne P.
60,9/11/2016,1,0,3,t0PzTrauZgWt_CKZWsubYw,"This place is amazing! I love the honey walnut shrimp, the house chow mein, and the spicy eggplant. This restaurant stands out among other local Chinese restaurants for its high quality. It is a bit more expensive than other local spots, but well worth it.",Nicole N.
61,8/27/2016,429,402,999,F14eQJ5Jsh7pCg6fy2djsA,"I had high hopes that Green Dragon would be my go-to Chinese spot, but it fell really short.",Kedar D.
62,8/26/2016,0,9,8,ryhRc80N-6yNhAXjQA6tGA,"Love This Place Food Is Always Fresh a Little Pricey But Worth ItHad the Coconut Shrimp,Beef Broccoli,Bell Pepper Beef, Beef Fried Rice, Barbecue Pork Fried Rice Delicious",Lety V.
63,8/26/2016,37,1,21,h9uHIZ0OIoIJwmw9ntWwDQ,This is where we go for Chinese food. We stopped trying other places because we always get a quality meal here. Haven't found a dish we didn't like. One word of warning is that to-go and delivery orders are often a little slow because they are so busy/popular. So order before you get hungry. :),Noah C.
64,8/20/2016,0,4,2,K-ClA3LXj5MrrsxK4BukWQ,Customer Service was on point...and prompt...Greeted with a smile upon entering the door and was instructed to seat any where I like. The scenery was quite calming and the music that was playing reminded me a Spa. VERY therapeutic. The meal serving size feeds two to three people. We ordered Egg dropping soup with the Spinach on the side..We also order the ,Wen T.
65,8/12/2016,0,0,3,8nQ0Hmj9WgnYo0W_cdpUeQ,"This is a great place! It is very family friendly, the customer service is great, and the food is amazing. My favorite item is the Sweet Glazed Shrimp. Absolutely delicious and the food comes very quickly!",Parducho K.
66,8/11/2016,0,1,7,arlNrz_dYcXDpaY617Xsng,Love the Food and the owners are fabulous. Their sesame shrimp is fabulous. A favorite!,jan w.
67,7/29/2016,3,5,60,tj9wphjlbzWzJE0fjCyHmQ,Love this place! The food is excellent and I've been many times and its consistently good.  Take out is fast and easy.  Very appreciative to have an good Chinese restaurant to go to!,Eric M.
68,7/23/2016,169,739,137,Sz6CMoAkKQhNmRzBYZnbJg,Lunch special is the way to go !,Mary Anne M.
69,7/14/2016,173,24,32,0PexOxq08WueXAcKHzaOfw,I order from here a couple of times a month because the service is so genuine and friendly and the food is so comforting. Recommended dishes are:,Sam S.
70,6/18/2016,154,203,86,GhX6-Mw7DSrZS-sNGRSSGw,"Eagle Rock Green Dragon is local, reasonably priced, and family friendly. I read all the reviews and decided to take my mom and auntie out for some local Chinese food in honor of moms everywhere. Chinatown and Monterey Park can get crazy on the weekends! So, we decided to try something new. ",Jenny D.
71,6/18/2016,0,0,9,fF89kSRHK0MC2sg11gF4QA,"I really like this place. Everything tastes very yummy and it's pretty fresh. They are very busy with delivery orders so make sure to order early before he rush. My favorite is their fried rice, veggie or with meats. Soup tastes very good too. If there is one thing I don't like is the price. This should be a little less expensive for the portions they serve.",Renata N.
72,6/16/2016,4,51,75,0Y3d31CHH_TGfmlShur7ag,"I enjoy there catering! The taste is awesome. The cooks here enjoy the flavor of good good. It's a bit more oily than I need regularly, yet who doesn't enjoy Chinese food anyway! The staff is wondering and I will be eating here soon instead of catering!",Lynn H.
73,6/10/2016,3,1,18,u2s6GPjRdOiFaX8jHhAUZQ,best chinese-american food everrrrrrr,Walter S.
74,6/5/2016,1,15,11,YBMjWDxEMuKEYjrR16eM1Q,I just got food delivered and the delivery driver was extremely rude . He didn't smile say hi nothing ! He had a frown and rushed me to pay him ! I told him to stop rushing me and he rolled his eyes as if I was such a bother to him ! That's his job he doesn't have to act like that . Food is expensive . I ordered 3 items and it came out to almost 40 bucks . Fried rice is good but very oily . I don't like bashing a business but his rudeness caused me to come yelp my experience!,Rosie D.
75,6/1/2016,0,27,8,XQ2qsxnx5WnNsweIjfoLjA,I went into green dragon just to try the food out which was exceptional.,Todd A.
76,6/1/2016,39,8,22,GTi3B0GZO1s-Ia7IOhMbMw,This is our go to spot for Chinese food in LA. We love the family style tofu and the curried noodles. Everything we've ordered has been delicious actually. My wife and I are both vegetarians and they're very sympathetic to our dietary restrictions. So glad to have this restaurant in the hood.,Michael D.
77,5/21/2016,0,0,2,3bjP5Vy87gOWp_b_r98LVA,"The food here is great and I have not tried anything that is bad. The fried rice, the low mein, the broccoli beef and on.",Cesar H.
78,5/19/2016,83,3,9,Si9NitkAEnM4m0sFlnu3Tw,"Very delicious,Great customer service , good quantity of food , I ordered the broccoli beef lunch special that comes with the beef broccoli, steamed white rice, veggie roll and Wong tong soup all for $7.95",Crystal L.
79,5/12/2016,42,55,56,U5w-1VnggCYAgiUyD4HjtQ,"First time here! I called in my order for pick up and my order was ready when indicated. I had the kung pao chicken w/brown rice from the lunch special menu....what a deal...7.95! Plus, you even get an eggroll & soup. It was a very generous portion of food for the price, I even had leftovers. ",Maria E.
80,5/11/2016,2,0,3,_yueokjNq7CrnHkX7c9Ivw,"To anyone saying that ""staffing up"" would help on a busy night with delivery times CLEARLY has never worked in a restaurant. More staff doesn't increase the size of your kitchen or the number of burners or grills in that kitchen. ",Juliette B.
81,5/11/2016,0,7,54,0j25u8OFy0GFqRM-dkqWUw,"Every dish we've ordered from here is delicious. We usually get the kung pao chicken, sliced fish in spicy bean sauce, veggie egg rolls and soft tofu in brown sauce. Occasionally we get the honey sesame shrimp - so good!",Coco S.
82,5/9/2016,9,26,20,W3Ul1zZRYiBQId65KDh5Ow,My kids loves this restaurant..especially the orange chicken and egg fried rice..for me I like the shrimp with vegetables and spicy fried fish..and the food are always hot and fresh..love it!,Elwyn A.
83,5/8/2016,405,122,187,xALnnRoydcTqraCzIwZzyQ,"I like the food here.  It's not super creative or anything, but it's solid, fresh, familiar dishes, clean tastes, good.  We called tonight to order carry out.  It's Mother's Day.  I told them I'd like to place and order for pickup.  She said, ""it will be at least and hour and a half.""  Really?  If it's a holiday, you're open, you're going to be busy, staff up!  Good food on a holiday as any other day.  Normally food here is ready in 20 minutes.  Like I said, it's not super creative menu, and they've got it down.  Other than tonight.  On to Master Chef on Hill Street.",Scott R.
84,5/7/2016,4,13,44,FMmiU-3x7pCusSFGA4C_RA,Green Dragon is great. I passed by it for many years - assuming it was just another strip mall Chinese place not worth trying. Chi Dynasty in Los Feliz was my spot (the one at Americana was a disaster and closed). But after reading great reviews on GD I decided to give it a try and was pleasantly surprised. The food is very good. It's much better to dine in or pick it up. When they deliver it's not fresh. ,Allen C.
85,4/30/2016,6,1,18,XkEVklI1fqtJFzXEeMsxsA,"My family has been here about 6 times and the staff already knows our favorite order and brings out our favorite drinks immediately. There is a wide range of Chinese dishes making it good for a diverse group of diners, conventional to adventurous. We will continue to come here. And now that we know they deliver, it's on!",Mnl G.
86,4/25/2016,204,5,19,Z3galEXObRsfCHADurRfig,american chinese. We love this place. It's consistent. Pork fried rice is really tasty as is their chicken dishes.  It is just really expensive though you get a lot of left overs.,Gabriel E.
87,4/20/2016,189,1,22,jHNqvp-h2W6dtNmAAXvBAw,Whenever this place pops up in my mind I'm besieged with violent urges to desert my kinsmen and declare myself as officially un-Chinese to anyone willing to listen.,Xina S.
88,4/9/2016,127,12,106,3gnrFF68ELVdS13g1SLiCg,Still LOVE LOVE LOVE Green Dragon. :) They cut all the lids so the deep friend food doesn't get soggy. I really appreciate the quality of the food. Everything we've had is good my I think my all time favorite is still the salt n pepper pork chops.,Rock N Roll S.
89,4/9/2016,0,0,6,nSmu4wK5OOQIZeMxf4I4vA,Nice family run place. Very good Chinese American food. Come here about once a week for my comfort food.,Henry K.
90,4/5/2016,14,238,119,pXhLVawZnLWmUN8W5kJ0XQ,"Great food! Clean, good portions & great speedy service. ",Vee C.
91,4/2/2016,0,1,12,iFT70k4YMU1u3Ry9b5YjNg,I was a loyal customer of Mr. Suns on fig before it got closed down thanks the rent going up. I tried a few Chinese food places but nothing came close to being as good as Mr. Suns until I tried Green Dragon. The food here is very good and the few times I've gone I've had good service. Four stars because on one occasion there was a hair in my food that I got to go.,Stephanie A.
92,3/31/2016,47,50,23,v2evzhmQIW-VRkKRBlwVzA,Salt and pepper fish is what you need to try in here. with the house special fried rice!,Christian A.
93,3/30/2016,91,2,199,XWINSNapfOsVLcgNuuJE9g,There are a handful of Chinese places in Los Angeles and the surrounding areas that rise above your standard fare--that have that little extra something that makes the food better than your average Chinese restaurant. This is not one of those places. ,Jesse C.
94,3/27/2016,0,0,9,UDybTWVEUwBkiwpItGRGeg,"I have been here many times before and the food is usually pretty good. Today I ordered chow mein with vegetables along with some other dishes. The chow mein tasted like it was ""old"" and microwaved. I took one bite and sent it back.",Sean C.
95,3/24/2016,0,1,63,jDAlYRO6RS7t2gPn8kbZWA,Picked up dinner here - food was great! My husband got the kung pao chicken (which was surprisingly not spicy - a good thing for me!) and I got the sweet and sour chicken. Both were really good! We also got egg rolls - also great.,Sydney C.
96,3/13/2016,2,49,57,Ips92YAxFH4q57vV0vlAMQ,The food here was absolutely delicious. It was very authentic and clean. The servers were very friendly and the atmosphere very relaxed and well suited for a impromptu date night or family setting. The prices were also great!,Arezo A.
97,3/8/2016,125,15,14,Q5dywWhatN7J1ZM-tRgKew,"Love this restaurant! Run by a family, the environment is super friendly. You walk in and 99% of the time there is plenty of available seating. The menu is diverse, prices are quite reasonable and the food is great! ",Tori K.
98,2/26/2016,500,137,326,zJy3tAtPZTa14cZ0poPLCA,This place is terrible! People here are soooo rude and food is hella greesy! The beef was chewy. They should call it chewy gum beef and broccoli. ,J. T.
99,2/23/2016,0,0,14,Xq0BY3z5FQPCSbosVxPzKA,Good service and good Chinese food. Byob or byow and you're set for some sezhuan pork and other delicious plates.,Ernesto M.
100,2/9/2016,0,0,3,qQRvicxJmwzCA8f-TSzGqw,Excellent customer service. Me and my coworkers enjoyed a very delicious dinner. I recommend this location. It has an A. Well deserved.,Arturo M.
101,2/7/2016,1,0,22,WWuYfXvjqRwEZJYNmJlWdg,Tried this for the first time on NYE and service was still good considering it was busy and few restaurants were open. A little expensive.,Moko D.
102,2/4/2016,0,0,5,-fLX8y3VS-351EJ3Gquk8w,Always great with a friendly staff! ,R H.
103,2/3/2016,2,0,4,VgmGXWwe9X1Iok6qqZDF4g,"This is our go-to delivery place. Everything is delicious, but we especially like the Kung Pao shrimp (""without the pow"" for the kids version), the house lo mein, and the pork and broccoli. Shoot, now I'm super hungry!",Corinne T.
104,1/30/2016,0,2,10,5yeql-_UVyxxj5xEoGb8CQ,Outstanding Chinese food with a friendly touch. Great prompt delivery. Love their seafood!,Jennie B.
105,1/28/2016,29,1,36,n_ucPI4cA6TotVzIdaJ9oQ,Love ordering from this place. Delivery is a bit of a wait but worth it. Usually order some kind of fried rice. Whether it's veggie or shrimp. Always hits the spot. Orange chicken is great too. Others order green beans and never complain. Sad when I have to move and no longer can order from here. They know us already!,Deserie H.
106,1/13/2016,11,0,78,dLnsIiqtJree7ioka5akVQ,This is good americanized chinese food - plenty of sweet brown sauces to go around (there is sugar in many of the dishes). If you are looking for authentic szechuan cuisine - this is NOT the place!,David C.
107,1/8/2016,0,0,20,pk1vjdMBeErDDZvccztshQ,"Sick! I don't get it at all. I've never been compelled to write a review while IN the restaurant, but here I am, leaving my food mostly untouched. Why does this place have good reviews??!!",Amy R.
